"School Name","Session Date",Question
"Thorley Hill",11/02/2020,"What activity would you like to do to get involved with sports relief? (we will collect donations on the playground in the morning)?"
"Harold Wood",11/02/2020,"We have noticed that at lunchtimes we have been having accidents on the playground, due to children getting hit by balls. Should we have set spaces on the playground where you can only play basketball and football?"
"Manford Primary School",10/02/2020,"I feel safe at our school?"
"Benjamin Britten School",10/02/2020,"What British value is most important to you?"
"Elm Wood Primary School",10/02/2020,"Do you like memorable experiences to be in or out of school?"
"Holy Family Catholic Primary School",10/02/2020,"What would you do if someone upset you online?"
"Oakway Primary Academy",10/02/2020,"I feel safe at school.?"
"Killisick Junior School",10/02/2020,"What type of fundraiser would you like to have at Killisick?"
"The Halifax Academy",10/02/2020,"Should The Halifax Academy introduce new Eco ties, made from recycled materials which would save thousands of plastic bottles from being disposed of in our oceans?"
"Apex Primary School",10/02/2020,"What value should we have for March?"
"Danecourt school",10/02/2020,"Why do we celebrate Valentines day? ?"
"King's Lynn Academy",09/02/2020,"Last week a third person in the UK was diagnosed with Coronavirus. Do you think people should be rightfully worried?"
"Shibden Head Primary Academy",09/02/2020,"It's half term next week. What do you think is the best way to spend the time? ?"
"Callington Community College",08/02/2020,"How do students want their reward points for 'working hard and being nice' to be recognized?"
"Netherton Junior and Infant School",08/02/2020,"It's half-term next week. What do you think is the best way to spend the time?"
"Manchester Enterprise Academy",08/02/2020,"Is there more that should be done to combat climate change?"
"Manor Junior School",07/02/2020,"The Great Debate: Books vs. Movies. Which should you do first?"
"Hollymount Primary School",07/02/2020,"In school, where do you feel the least safe?"
"Springboard Project",07/02/2020,"What activities would you like to take part in on a Friday?"
"Spring Brook Upper",07/02/2020,"What area of our school life would you like to improve in our school?"
"Hollinwood Academy",07/02/2020,"How can we improve lunchtime activities ?"
"Parochial CE Primary School",07/02/2020,"What would we like for the Easter House Point treat?"
"British International School Budapest",07/02/2020,"Does the internet make your life better or worse?"
"Sankey Valley St James CE Primary School",07/02/2020,"Design a badge for the Buddy Crew.  The winning two in each class will be used each week plus 10 dojos?"
"St. Francis School",07/02/2020,"Which charity should we raise money for?"
"Norwich Primary Academy",07/02/2020,"It's half-term next week. What do you think is the best way to spend the time? ?"
"Lloyd Williamson School",07/02/2020,"What students like to have a different sport available at different lunch times?"
"Beacon High",06/02/2020,"What makes Beacon High Special?"
"Heath Mount School",06/02/2020,"Is the information on the internet always true?"
"Cliffe Woods Primary School",06/02/2020,"Which area in the school do you think behaviour is most poor?"
"Stopsley Community Primary School",06/02/2020,"What shall we wear for World Book Day?"
"Hinckley Parks Primary",06/02/2020,"How should we celebrate Mothers Day this year?"
"Shrewsbury Academy",06/02/2020,"Do you think your teachers spend enough 1-to-1 time with you in lesson?"
"Hereford Academy",05/02/2020,"What do you like about the food on offer AT BREAK TIME?"
"GURU GOBIND SINGH KHALSA COLLEGE",05/02/2020,"62% of people in the UK feel like their voice isn't listened to. Why do you think this is?"
Armfield.Academy,05/02/2020,"How would you like to see Lottie used in school?"
"Prendergast Ladywell School",05/02/2020,"What's the best way to raise money for the NSPCC on Number Day?"
"Littlegreen School",05/02/2020,"It's Safer Internet Day on the 11th February. Can you always trust the information you find on the internet?"
"Stormont House School",05/02/2020,"How could our school lunchtimes be improved?"
"Danecourt school",05/02/2020,"What happens to the month of February during a Leap Year?"
"Gascoigne Primary School",04/02/2020,"Which charity should we fundraise for this year?"
"Penwortham Girls' High School",04/02/2020,"What would you like to spend £500 on?"
"Crownfield Junior School",04/02/2020,"In school, how can we stay safe online?"
"St Peter's CE Primary",04/02/2020,"How can we improve behaviour in other places (the playground) in our school?"
"Pooles Park",04/02/2020,"What do other schools do for lunches that we want to magpie?"
"Richard Alibon Primary School",04/02/2020,"62% of people in the UK feel like their voice isn't listened to. Why do you think that is?"
"Ormiston Six Villages",04/02/2020,
"George White Junior School",04/02/2020,"How can we make the corridors safer?"
"Freehold Community Primary Academy",04/02/2020,"Which character best reflects a historical thinker and learner at Freehold?"
"Highgate Wood School",04/02/2020,"What are the main issues that you find with the school canteen?"
"Sunfield School",03/02/2020,"How can we work well with others?"
"Belmont Junior School",03/02/2020,"Where should we put our council display board?"
"Shibden Head Primary Academy",03/02/2020,"62% of people in the UK feel like their voice isn't listened to. Why do you think this is? ?"
"Harrow Gate Primary Academy",03/02/2020,"What helps you learn best?"
"Langloan Primary",03/02/2020,"Do you think positive behaviour is celebrated enough in our school?"
"Portfield Primary Academy",03/02/2020,"What after school clubs would you like to see happen?"
"Elm Wood Primary School",03/02/2020,"Which theme would you like for World Book Day?"
"St John's RC Primary School",03/02/2020,"62% of people in the UK feel like their voice isn't listened to. Why do you think this is?"
"King's Lynn Academy",03/02/2020,"A recent piece of research shows that 61% of people in the UK are dissatisfied with democracy. Are you?"
"Brambleside Primary School",03/02/2020,"Would you like a reading club in the library at lunchtimes?"
"Marlborough Primary",03/02/2020,"Which animal charity shall we raise money for this term?"
"Alderman Bolton Primary School",02/02/2020,"How can we show kindness in our school community? ?"
"Tangmere Primary Academy",02/02/2020,"What sports competition would you like to have in school?"
"Wadhurst Primary School",02/02/2020,"Which parts of the school day do children worry about most? ?"
"Manor Junior School",02/02/2020,"Which of the ERIC values is not so visible around school?"
"Manchester Enterprise Academy",02/02/2020,"Should we ban any processed foods that contain sugar?"
"Netherton Junior and Infant School",01/02/2020,"62% of people in the UK feel like their voice isn't listened to. Why do you think this is?"
"Freehold Community Primary Academy",31/01/2020,"What would help more pupils to be brave and speak out about their feelings?"
"British International School Budapest",31/01/2020,"Secondary will be running some activities about water in February. As a thinking question before then, do you know how many schools in the world don't have clean water?"
"Valence Primary School",31/01/2020,"62% of people in the UK feel like their voice isn't listened to. Why do you think this is?"
"St Elizabeth's Catholic Primary School",31/01/2020,"How can we keep our school tidy?"
"Orminston Herman Academy",31/01/2020,"Do you want the Year 6 helpers back ?"
"Granard Primary",31/01/2020,"How can we improve our playground?"
"Blackheath Prep",31/01/2020,"Should we all line-up at the end of break-times?"
"Warren Mead Junior School",31/01/2020,"What should Mrs Gibbard's new certificate be called?"
"Ysgol Penyffordd",31/01/2020,"What should we do with the £500 we have got for outdoor equipment?"
"Hawthorns Primary",31/01/2020,"What would you like the school to buy for the playground?"
"Manor Field Primary School",31/01/2020,"Does the royal family make Britain a better country?"
"Thorley Hill",31/01/2020,"We are ordering balls. What other outdoor equipment would you like?"
"Killisick Junior School",31/01/2020,"What would you like to see next from school council?"
"St. Francis School",31/01/2020,"Which charity should we raise money for?"
"Morven Park Primary School",31/01/2020,"What shall we do for World Book Day?"
"Manor Junior School",30/01/2020,"Does having a Royal Family make Britain a better country?"
"Sankey Valley St James CE Primary School",30/01/2020,"What would help to make sure children have someone to play with at break times?"
